,topic,link,replies,views
33682,"I Can't make my game server private to me and some friends, HELP!!!",/discuss/topic/121578/,9,457
32132,Help with projectiles in a scrolling game,/discuss/topic/215014/,9,457
44258,How do you make enemies send you back on the X Y axis when they touch you???,/discuss/topic/123704/,2,457
51823,timer,/discuss/topic/22852/,5,457
52051,Keep Sprite in Bounded Area !!!,/discuss/topic/36821/,4,457
27936,How Do weld MAP parts together?,/discuss/topic/191823/,7,457
32198,Help with projectiles in a scrolling game,/discuss/topic/215014/,9,457
47540,Music in different areas,/discuss/topic/83266/,4,457
50853,Mp3 trouble?,/discuss/topic/45495/,2,457
52741,Bullet Drop,/discuss/topic/31516/,1,457
22764,Can't you make a class in Scratch?,/discuss/topic/283154/,11,457
54249,Play all tracks in my music composition project,/discuss/topic/20658/,2,457
54053,Help making my dancer go faster,/discuss/topic/22062/,4,457
44515,"How do i set a sprite's x position to a random spot (but not in a range, just either one point, or the other?",/discuss/topic/120634/,7,457
47654,How do I put in music?,/discuss/topic/70392/,12,457
34251,"I need help with a diep.io no scrolling yet, cpu AI",/discuss/topic/203363/,4,457
46149,Muiltiplayer games - scripting and safe chat,/discuss/topic/84424/,1,457
2406,SOFT BODY PHYSICS,/discuss/topic/286227/,5,457
49399,NEED REPLY ASAP! PLEASE HELP!,/discuss/topic/58848/,5,457
48850,Help,/discuss/topic/66696/,1,457
38958,What is this block?,/discuss/topic/178057/,5,457
31321,Data sorting question,/discuss/topic/220902/,1,457
27976,Working torch using pen,/discuss/topic/240878/,6,457
49398,"Jumping ""invisible platform"" glitch",/discuss/topic/59684/,3,457
24651,How do you make a scrolling platformer,/discuss/topic/270868/,7,457
42178,Test for multiple keys clicked,/discuss/topic/149774/,2,457
2454,Sprites not broadcasting messages?,/discuss/topic/204430/,3,456
46472,help,/discuss/topic/97932/,2,456
34178,"I need help with a diep.io no scrolling yet, cpu AI",/discuss/topic/203363/,4,456
3854,How to make ranking?,/discuss/topic/318849/,4,456
53142,How can I make a huge map?,/discuss/topic/28139/,3,456
53473,How can I get my penguin to dance?,/discuss/topic/26205/,3,456
36796,How to get randomly appearing sprites not appear randomly on top of each other,/discuss/topic/190000/,4,456
1149,How do I make a multiplayer shooter game?,/discuss/topic/297999/,7,456
47812,if on edge bounce block,/discuss/topic/79668/,6,456
35517,hello need help with coding for game,/discuss/topic/196240/,3,456
24264,Please help! Game doesn't always work,/discuss/topic/273506/,9,456
52056,Prevent From Cheating,/discuss/topic/36777/,2,456
52971,How do I make a simulation?,/discuss/topic/29947/,3,456
49348,need help,/discuss/topic/60416/,1,456
54455,shooting game,/discuss/topic/19055/,3,456
35979,Wall detection and AI scripts,/discuss/topic/193899/,8,456
26918,"How do I make RPG party members follow the main character, Mario and Luigi-style?",/discuss/topic/248241/,12,456
24287,"How Do You Define A New Block Called ""Fill""?",/discuss/topic/273213/,9,456
54594,Interactive script demo!,/discuss/topic/18132/,1,456
29073,How do you make buttons animated?,/discuss/topic/234286/,6,456
51439,Reducing Lag,/discuss/topic/41154/,3,456
54545,bullet being bad,/discuss/topic/18461/,4,456
3809,Off screen coordinates help,/discuss/topic/391257/,29,456
30807,"Script Helper, Need Help? I Have Your Answer. I Can Help You With Whatever You Need.//Active",/discuss/topic/223976/,9,456
54330,Jumping with Gravity,/discuss/topic/19742/,5,456
36788,How do i make the score stop increasing once the timer is stopped ?,/discuss/topic/189118/,7,456
54175,Teleportation Not Working,/discuss/topic/20396/,3,456
53121,My game is ending unexpectedly!,/discuss/topic/28252/,4,456
29155,How to Fix a Common Bug,/discuss/topic/234102/,6,456
47323,Username detection,/discuss/topic/86490/,8,455
43027,Not trying to show off.. my first project is coming together...,/discuss/topic/138930/,2,455
34205,"Anyway to use ""real"" code",/discuss/topic/203717/,4,455
42789,Help!,/discuss/topic/140780/,17,455
19136,(sort of advanced) Lag Killer for pen stamping,/discuss/topic/267910/,9,455
46881,Please just tell me if my programm works for you.,/discuss/topic/87488/,5,455
27353,I NEED HELP PLEASE!,/discuss/topic/244992/,17,455
53947,How to scroll.,/discuss/topic/22702/,5,455
52648,How Do You Do Click Reactions?,/discuss/topic/32161/,2,455
30403,I have no scrolling skills.,/discuss/topic/225522/,10,455
38396,My game just broke. Can you fix it?,/discuss/topic/34350/,5,455
47577,A really strange event,/discuss/topic/81092/,5,455
20959,How do I make my sprite jump onto a block?,/discuss/topic/293969/,2,455
52856,When I ask something it ask you 2 times,/discuss/topic/30890/,6,455
20909,How do I make my sprite jump onto a block?,/discuss/topic/293969/,2,455
45394,[Solved] Help With Some Math,/discuss/topic/111196/,12,455
49867,somebody help to make a pyramid of sprites!,/discuss/topic/53055/,1,455
54717,Limitations on cloud variables,/discuss/topic/17330/,2,455
41485,Just started! -how to you increment x by (say 30) in a loop please.,/discuss/topic/159206/,10,455
50228,"P.H.I.T-Project Help,Ideas,Tips",/discuss/topic/50310/,7,455
26020,Need help making a spawn point for my scroll game,/discuss/topic/256957/,5,455
50458,SusanaRiosSuanes fue promovido a administrador de Untitled Studio,/discuss/topic/48633/,7,455
55197,Sprite lines,/discuss/topic/12392/,1,455
27717,Making a quiz where question varies depending on answers chosen,/discuss/topic/242893/,7,455
29009,Temporary STICKY proposal,/discuss/topic/235090/,8,455
54810,Need help with stopping Sprite from going past wall,/discuss/topic/16345/,2,455
41334,Score not working!,/discuss/topic/161680/,3,455
41719,How can I have a main character fight 8 'soldiers/goons' before fighting a 'boss',/discuss/topic/155338/,6,454
45755,HACKED BLOCKS,/discuss/topic/52386/,5,454
41571,How to make a Five nights at Freddy's related game for scratch!,/discuss/topic/145594/,7,454
53382,In over my head.  Suggestions greatly appreciated.,/discuss/topic/26920/,3,454
51163,USER GOT BANNED!!!!!!!,/discuss/topic/43011/,2,454
24564,How to make a leaderboard,/discuss/topic/271308/,6,454
45637,Sprites in a 3D Environment?,/discuss/topic/105698/,7,454
52072,Seeking Professional Guidance (Strongly experienced Scratch'ers only),/discuss/topic/36661/,1,454
51250,Sensing clones,/discuss/topic/42116/,5,454
48673,Chat Room,/discuss/topic/69186/,4,454
47677,HELP URGENTLY NEEDED! Stops half way through script! :(,/discuss/topic/81420/,6,454
37396,how to make a cpu go to a clone of a character,/discuss/topic/186805/,5,454
33601,Material Loader,/discuss/topic/183576/,5,454
27055,I NEED HELP WITH ANAMTING,/discuss/topic/247478/,6,454
42629,Merging,/discuss/topic/143990/,3,454
47849,3D Block Help .-.,/discuss/topic/79374/,8,454
51175,USER GOT BANNED!!!!!!!,/discuss/topic/43011/,2,454
30777,Color Touching Color block does not seem to be working correctly,/discuss/topic/223332/,5,454
37988,"I am making a two-player game, but i doesn't want to have both players have to spam the move buttons to move",/discuss/topic/183033/,3,454
13890,Adding entities to a sprite based raycaster,/discuss/topic/348168/,8,454
43357,Cloud data scripting request,/discuss/topic/123090/,3,454
53445,i need help with a school project where i need to get multiple sprites look like they are singing. i need to know two features.,/discuss/topic/19273/,4,454
51785,Scripts to make projects,/discuss/topic/38494/,9,454
5918,Certain clones not spawning,/discuss/topic/297416/,8,454
41302,How to make objects move when user clicks and drags them,/discuss/topic/87590/,5,454
45710,Sprites in a 3D Environment?,/discuss/topic/105698/,7,454
7876,How do I make cool effects?,/discuss/topic/196704/,6,454
45569,How do i make a safe chat?,/discuss/topic/109070/,2,454
45011,Hiding sprites,/discuss/topic/115438/,5,454
54741,How do you get a sprite to not go past another sprite,/discuss/topic/17189/,3,454
39306,Turbo mode won't work,/discuss/topic/176167/,6,454
54769,List won't hide,/discuss/topic/16924/,1,454
46794,Need full help,/discuss/topic/93956/,3,454
52340,Forward... (HELP PLEASE),/discuss/topic/33976/,6,454
27759,PowerPoint,/discuss/topic/242270/,15,454
36550,"What are the 'More Blocks', and how do I use them?",/discuss/topic/185769/,4,454
54288,Randomizer,/discuss/topic/20324/,3,454
54598,I need help with this puzzle,/discuss/topic/18090/,1,453
25973,How to make CTRL control,/discuss/topic/257615/,4,453
51110,I need help with a game!,/discuss/topic/18541/,4,453
30337,Variable help! FIXED,/discuss/topic/226603/,4,453
53120,How could i make a game that allows you to drag items?,/discuss/topic/28283/,3,453
22941,How to get variable value by name,/discuss/topic/282646/,3,453
54658,How do you get a sprite to not go past another sprite,/discuss/topic/17189/,3,453
39374,how do i make a progress tracker,/discuss/topic/175338/,7,453
19929,"How do you make your game online, or how do you get to the ""username"" block.",/discuss/topic/299898/,21,453
40288,Button sprite doesn't work in full screen mode,/discuss/topic/170177/,7,453
25969,The cloud variables are not working. Please help!,/discuss/topic/257327/,13,453
38904,need help with a fuel recharge/discharge system,/discuss/topic/178269/,3,453
53361,i need help with a school project where i need to get multiple sprites look like they are singing. i need to know two features.,/discuss/topic/19273/,4,453
41728,LEGO OS v2.0 issue.,/discuss/topic/155508/,2,453
2837,Text To Speech Problem,/discuss/topic/341691/,13,453
34858,Code Loading Problem,/discuss/topic/200191/,7,453
45473,SafeChat for SCU?,/discuss/topic/5089/,3,453
31058,how do you make a sprite bounce off a selected colour,/discuss/topic/163262/,4,453
31011,how do you make a sprite bounce off a selected colour,/discuss/topic/163262/,4,453
54307,Snake script,/discuss/topic/20084/,1,453
12725,3D Runway rendering,/discuss/topic/97998/,1,453
25840,How to make a 3D raycast game,/discuss/topic/259312/,7,453
30256,Variable help! FIXED,/discuss/topic/226603/,4,453
38314,HELP ME PLEASE I'M DESPERATE (and new),/discuss/topic/181119/,9,453
38440,How do I make a 3D platformer?,/discuss/topic/180785/,3,453
43323,need help : sprite,/discuss/topic/3777/,2,453
22659,rotate__ secs __ degrees,/discuss/topic/283811/,13,453
30226,Help with Semi-Auto Shooting,/discuss/topic/173285/,3,453
28360,Moving a sprite to touch another sprite issues,/discuss/topic/238891/,3,453
51571,Everything Checker: version help 1.1.1 and BEYOND!,/discuss/topic/40235/,2,453
2789,Text To Speech Problem,/discuss/topic/341691/,13,453
22734,deleting clones,/discuss/topic/283680/,15,453
51048,Help With Sliders,/discuss/topic/44016/,3,453
34934,Code Loading Problem,/discuss/topic/200191/,7,453
48339,Conversation scripts,/discuss/topic/24186/,3,452
52029,Austinato Support With Blocks and Programming,/discuss/topic/36940/,6,452
32208,Maze Game Backdrops won't change,/discuss/topic/215185/,10,452
34242,How do I skip a bit of talking?,/discuss/topic/203648/,2,452
48447,Chosable Keys,/discuss/topic/72196/,4,452
49770,"Help with a List-Based ""Inventory""",/discuss/topic/54088/,5,452
39578,Brightness effect not working?,/discuss/topic/174564/,3,452
46771,help with costume change,/discuss/topic/94332/,8,452
28895,How do I remove lag from my game?,/discuss/topic/235745/,7,452
27887,Help with music please!,/discuss/topic/121902/,10,452
53769,Rounding up variables,/discuss/topic/24331/,2,452
51495,Everything Checker: version help 1.1.1 and BEYOND!,/discuss/topic/40235/,2,452
41842,How do I reduce the lag in my project?,/discuss/topic/154006/,2,452
44440,Quest: A Multiplayer MMORPG,/discuss/topic/116332/,6,452
54847,help,/discuss/topic/15969/,2,452
51755,I need help with 3D,/discuss/topic/38735/,4,452
54314,Setting a Corner of an Image to a Variable,/discuss/topic/20020/,2,452
30702,Converting Clones to Stamps,/discuss/topic/224423/,14,452
16528,Movement and Rotation with variables,/discuss/topic/324153/,10,452
51909,"house game, need help with scripts!!!!",/discuss/topic/37647/,5,452
17005,Game Help :),/discuss/topic/321552/,21,452
26435,Starting Sprites a set point,/discuss/topic/251904/,20,452
48745,Need help!,/discuss/topic/68154/,13,452
40975,Buggy buttons,/discuss/topic/159860/,12,452
35887,How can I make a random generating terrain,/discuss/topic/195076/,5,452
49607,trying to make my person loose health when the bad person hits him,/discuss/topic/56044/,3,452
52487,scrolling!,/discuss/topic/32925/,5,452
48376,Chosable Keys,/discuss/topic/72196/,4,452
32142,Maze Game Backdrops won't change,/discuss/topic/215185/,10,452
54159,help with deleting projects,/discuss/topic/21234/,5,452
40327,"A little help for ""Colors""",/discuss/topic/167272/,15,451
47409,"My ""create"" page is messed up",/discuss/topic/47347/,5,451
35740,Brickbreaker game not breaking bricks,/discuss/topic/195346/,8,451
52893,Pen,/discuss/topic/30634/,8,451
41959,Detect equal x-positions,/discuss/topic/152404/,4,451
40485,"is there something wrong with my computer, or I just proggramed wrong?",/discuss/topic/168881/,6,451
54224,Help again please?,/discuss/topic/20792/,5,451
37465,Cloud LeaderBoard,/discuss/topic/186242/,3,451
43905,Looking for help with AI,/discuss/topic/14753/,5,451
42185,Sprites,/discuss/topic/147464/,11,451
39302,how do I make all clones do the same thing,/discuss/topic/176115/,5,451
47187,Scan the stage for sprites,/discuss/topic/87970/,11,451
15278,Scrolling top-down engine wall detection stuck in walls.,/discuss/topic/326622/,11,451
45825,How to make a scrolling game,/discuss/topic/73374/,9,451
48354,Crash Sound in Car Game,/discuss/topic/73280/,1,451
39315,Overlapping Voices HELP,/discuss/topic/176163/,7,451
35808,Brickbreaker game not breaking bricks,/discuss/topic/195346/,8,451
34523,Help me !!!!!!!! One person will win,/discuss/topic/188286/,9,451
11352,Jumpscare script?,/discuss/topic/209525/,4,451
51803,Help with pick a random,/discuss/topic/38492/,7,451
51832,"house game, need help with scripts!!!!",/discuss/topic/37647/,5,451
33811,Hard Equation,/discuss/topic/171171/,12,451
51864,how do i make a sound play infinitely?,/discuss/topic/37821/,5,451
51225,Music help.,/discuss/topic/42677/,9,451
19869,My Scratch is going Weird...,/discuss/topic/300076/,17,451
43391,Is there a way to make a variable different for each user but remain the same once the green flag is clicked?,/discuss/topic/134148/,7,451
50728,WHY?!,/discuss/topic/46181/,7,451
31062,how do you make normal sprites seam real life 3D just useing back drops and an easy script with one sprite one costume ??????????????????????????,/discuss/topic/220215/,6,451
31015,how do you make normal sprites seam real life 3D just useing back drops and an easy script with one sprite one costume ??????????????????????????,/discuss/topic/220215/,6,451
53931,Pokemon Reporters,/discuss/topic/22969/,5,451
53776,word randomizer,/discuss/topic/24287/,2,451
1604,Help with Platform Jumping!,/discuss/topic/224276/,3,451
26795,complex scripting,/discuss/topic/249166/,5,451
53131,Varibales,/discuss/topic/27687/,4,451
33852,Hard Equation,/discuss/topic/171171/,12,451
27432,Bullets not firing,/discuss/topic/244656/,7,451
34894,3D Generation,/discuss/topic/119240/,8,451
54099,Shooting,/discuss/topic/21479/,3,451
55216,"Need help, not sure if it is a bug or not",/discuss/topic/12154/,1,451
52208,how to make a tower defence game,/discuss/topic/35576/,2,451
50921,How to make a solid objects,/discuss/topic/45088/,1,451
47756,Help with raycsting,/discuss/topic/80462/,10,451
27394,MY SCRIPTS DISSAPER!,/discuss/topic/244908/,10,451
26533,showing laser,/discuss/topic/251030/,13,450
35002,Help with cycling a costume!,/discuss/topic/199839/,3,450
38613,Sprites spawning at clones,/discuss/topic/179803/,4,450
53982,My Pacman Game,/discuss/topic/22696/,6,450
42045,Making a volume-o-meter,/discuss/topic/150702/,7,450
22229,How to make a scratch animation from youtube,/discuss/topic/181088/,2,450
41114,Other Scratchers Cannot Change my Lists,/discuss/topic/132576/,4,450
53265,I need help with my randomizer!,/discuss/topic/27222/,3,450
13131,How to make sprites stay on individual backdrops,/discuss/topic/265533/,5,450
23615,How to make a rhythm game,/discuss/topic/278398/,1,450
46761,How to save data??,/discuss/topic/94450/,1,450
33928,please help -  project for - user’s ability to judge 10-second intervals.,/discuss/topic/203226/,4,450
18407,Tycoon Script?,/discuss/topic/307827/,11,450
15254,Set layer of sprites based on y position (absolute layering),/discuss/topic/338411/,13,450
17976,why won't you die!,/discuss/topic/307341/,15,450
54687,How to make the background scroll,/discuss/topic/17542/,2,450
46053,Platforming Gravity Problem ):,/discuss/topic/102932/,2,450
28080,Infinite Platform Generator?,/discuss/topic/240386/,8,450
39549,Help me with music!,/discuss/topic/174069/,5,450
32711,random list,/discuss/topic/211890/,11,450
25049,Importing Videos,/discuss/topic/267795/,12,450
38550,Sprites spawning at clones,/discuss/topic/179803/,4,450
53261,maze assignment,/discuss/topic/26590/,2,450
50493,Placing a sprite in one of 5 specific locations chosen at random each time the game starts,/discuss/topic/48361/,3,450
32635,random list,/discuss/topic/211890/,11,450
54340,I cannot send/recieve cloud data on my project!,/discuss/topic/19918/,4,450
34622,Length of: Join???,/discuss/topic/201417/,11,450
23538,How to make a rhythm game,/discuss/topic/278398/,1,449
33937,Platform physics,/discuss/topic/203212/,6,449
55194,Hiding a sprite?,/discuss/topic/12459/,2,449
31659,car physic game    with no physics,/discuss/topic/218766/,5,449
54255,Solids,/discuss/topic/20316/,4,449
50163,Formula for this specific sine wave?,/discuss/topic/50785/,8,449
51661,Survival-City,/discuss/topic/39287/,5,449
35358,Need help with US Civil War school project,/discuss/topic/197880/,4,449
55106,Help with a platformer game?,/discuss/topic/13505/,1,449
39388,Orb Engine,/discuss/topic/151594/,13,449
52719,Upgrade Store Help!,/discuss/topic/31518/,4,449
40353,Does anyone have a project that makes a speaker bounce to the music?,/discuss/topic/169267/,14,449
42835,Bit Builders!,/discuss/topic/140032/,9,449
19231,List Glitch,/discuss/topic/303085/,13,449
14961,[Helping topic] How to set min and max on a potentiometer variable,/discuss/topic/331239/,5,449
51218,3D Camera Movement,/discuss/topic/42712/,2,449
3776,Saving a clicker game,/discuss/topic/350298/,7,449
40886,Multiplayer Detection,/discuss/topic/121452/,8,449
40814,Multiplayer Detection,/discuss/topic/121452/,8,449
21394,Need Help With Repeat Block,/discuss/topic/290829/,13,449
51871,Glitch  ;(,/discuss/topic/37905/,7,449
1572,Help with Platform Jumping!,/discuss/topic/224276/,3,449
44359,Boxy Thingys,/discuss/topic/113068/,13,449
46682,Help..?,/discuss/topic/95340/,5,449
48089,How do you make a quiz?,/discuss/topic/30417/,3,449
39537,Clone when score is at ___,/discuss/topic/174769/,4,449
54518,How to give a command to multiple sprites,/discuss/topic/18626/,1,449
37552,Trouble with broadcasts!,/discuss/topic/185757/,12,449
51453,How to display current instrument being played....,/discuss/topic/40698/,2,449
44723,When this sprite clicked randomly stops working!,/discuss/topic/118368/,5,449
42711,How to script a fighting sequence,/discuss/topic/143016/,1,449
54240,gun not shooting,/discuss/topic/20721/,2,449
45353,File X: how to start a game,/discuss/topic/61480/,1,449
40398,Does anyone have a project that makes a speaker bounce to the music?,/discuss/topic/169267/,14,449
35316,How do you auto start and run a scratch projent on a raspberry pi,/discuss/topic/196634/,3,449
47198,Please help with tower defense game,/discuss/topic/88018/,7,449
43747,How does one increase volume while sound is playing?,/discuss/topic/129982/,3,449
51642,Cat through Wall,/discuss/topic/39563/,5,449
22152,How to make a scratch animation from youtube,/discuss/topic/181088/,2,449
42035,Save data,/discuss/topic/151204/,19,449
52391,Stumped with some game bugs,/discuss/topic/33916/,3,449
30913,Why is this script slow the first time it loads?,/discuss/topic/223224/,6,449
36843,Doornobia,/discuss/topic/189777/,30,449
49265,Blocks not working,/discuss/topic/40429/,8,449
47678,Unexpected Behavior with the turning blocks.,/discuss/topic/81220/,8,449
24731,Specific Sprites to Specific Layers,/discuss/topic/270212/,5,448
28740,Finding the number closet to the average in a list.,/discuss/topic/236430/,7,448
50583,Lists,/discuss/topic/47505/,6,448
53063,Can't find something,/discuss/topic/29060/,4,448
28398,Variable Range,/discuss/topic/238666/,4,448
36380,Making Games?! Tips Please,/discuss/topic/173188/,5,448
34898,Bug(?) with cloning for raycast...,/discuss/topic/200207/,7,448
55036,Help with a 1 script and 1 sprite game,/discuss/topic/14276/,3,448
36761,Poly art,/discuss/topic/189901/,6,448
42414,Unlimited Clones Disabled,/discuss/topic/141756/,9,448
51585,Survival-City,/discuss/topic/39287/,5,448
42582,The Scratch Blocks help,/discuss/topic/122748/,9,448
53744,Copy & Paste,/discuss/topic/2577/,2,448
1070,Coordinates change,/discuss/topic/182967/,9,448
45135,SCRATCH ART DESIGNER!,/discuss/topic/110252/,10,448
19131,"can i set my pen colour to gray, if so tell me how (it always gives me a red colour)",/discuss/topic/303910/,14,448
37170,WIN SCREEN,/discuss/topic/188087/,11,448
53692,Copy & Paste,/discuss/topic/2577/,2,448
32064,How do you do this?,/discuss/topic/216101/,13,448
53747,How do I name a sprite?,/discuss/topic/23626/,4,448
53823,ray casting help,/discuss/topic/23304/,4,448
44995,Student needs help - 3D Color gradients,/discuss/topic/115366/,10,448
4730,Analog clock help?,/discuss/topic/236339/,8,448
14908,[Helping topic] How to set min and max on a potentiometer variable,/discuss/topic/331239/,5,448
53695,How do I name a sprite?,/discuss/topic/23626/,4,448
38952,Sometimes My Adobe Shockwave Flash Plugin Stops,/discuss/topic/177974/,6,448
53455,Cloning Question,/discuss/topic/26311/,3,448
15091,Clone id help,/discuss/topic/336669/,19,448
49198,"How to use lists to constantly update ""health"" of individual clones?",/discuss/topic/62314/,5,448
29525,How do you make a block repeat until it receives a message?,/discuss/topic/231606/,4,448
29472,How do you make a block repeat until it receives a message?,/discuss/topic/231606/,4,448
53483,Ending..,/discuss/topic/26152/,3,448
36555,Legend of Zelda 1 style screen scrolling,/discuss/topic/191431/,2,448
54339,Help with level door exit script,/discuss/topic/19921/,2,448
44127,Clones Cloning themselves?,/discuss/topic/125352/,6,448
43063,I need help with the scripts  for this platform game im making....,/discuss/topic/138048/,13,448
40675,How to make movement stop when hitting other script,/discuss/topic/115406/,5,448
34344,Advanced Gravity,/discuss/topic/202929/,2,448
2064,How to Give A Typewriter Effect In A Text Bubble! (Tutorial),/discuss/topic/355636/,8,448
40504,Function priority,/discuss/topic/168518/,8,448
42491,Can someone be kind enough to give me a full script on how to make a  dress up game?,/discuss/topic/145552/,7,447
40189,Camera or Video,/discuss/topic/170580/,13,447
44965,Fruit machine not working help?,/discuss/topic/115746/,8,447
48381,Creating a boxing hitbox,/discuss/topic/72036/,3,447
24615,PacMan Ghost Going Through Walls!,/discuss/topic/271090/,5,447
32925,How do you add a sound beep while my character is talking? (Undertale),/discuss/topic/210528/,4,447
38449,Cloud Variables,/discuss/topic/180820/,5,447
45001,Hit the Target - Costume Change,/discuss/topic/115496/,2,447
46683,Clones won't die!!!,/discuss/topic/95438/,11,447
46686,"Running, Wall Climbing and Other Stuff About Megaman/Megaman X Fan Game(s)",/discuss/topic/95298/,1,447
29534,Uploading Images...,/discuss/topic/231281/,9,447
18701,how do i make solid walls,/discuss/topic/252997/,7,447
18367,How do you make a block a sprite?,/discuss/topic/226699/,8,447
18563,Please help with my Uni question! :D,/discuss/topic/309329/,21,447
54626,Particle effects,/discuss/topic/17881/,2,447
28280,glitch,/discuss/topic/239255/,7,447
53229,HELP WITH FOLLOWING SPRITE,/discuss/topic/27568/,3,447
14896,[Helping topic] How to set min and max on a potentiometer variable,/discuss/topic/331239/,5,447
51433,BOUNCE MAN - Please Help!,/discuss/topic/40693/,6,447
46206,Making the computer score a higher hand than me,/discuss/topic/99292/,6,447
34042,Snake Error,/discuss/topic/204413/,5,447
52591,Would this cause an error?,/discuss/topic/32211/,5,447
29028,How do I wipe all cloud data without going into the project?,/discuss/topic/234832/,12,447
38505,I need time to my game,/discuss/topic/172421/,3,447
35335,Complex Games,/discuss/topic/177541/,3,447
44318,"Choose 1 in team A to be elimnated by random, but how?",/discuss/topic/122810/,12,447
46033,Lag,/discuss/topic/103202/,2,447
23936,I am in a desperate situation and I need help pls.,/discuss/topic/275684/,6,447
51282,in discuss when i try to show up a picture all it shows up is this,/discuss/topic/41913/,6,447
24859,Why doesn't the data in my script work??!!,/discuss/topic/269344/,13,447
53541,I am just waling straight through land!,/discuss/topic/25876/,4,447
53283,HELP WITH FOLLOWING SPRITE,/discuss/topic/27568/,3,447
51311,in discuss when i try to show up a picture all it shows up is this,/discuss/topic/41913/,6,447
38457,I need time to my game,/discuss/topic/172421/,3,447
40795,Help With Scripts FAQ (READ THIS BEFORE POSTING),/discuss/topic/166084/,16,447
29405,Text box I can type in?,/discuss/topic/232571/,9,447
32609,How do I script a sprite to move along a circular path's OUTSIDE edge?,/discuss/topic/212514/,3,447
50784,Help with Encrypter/Decrypter,/discuss/topic/45982/,7,447
52631,Would this cause an error?,/discuss/topic/32211/,5,447
26640,Pen Platforming,/discuss/topic/250321/,4,447
47205,Lag Busting,/discuss/topic/87930/,4,447
26209,Bad floor,/discuss/topic/251833/,5,447
46161,Making the computer score a higher hand than me,/discuss/topic/99292/,6,447
52507,"I'm making a TV Show called Blitzy,but i can do it with you help!",/discuss/topic/33225/,5,447
5573,How to make a project detect if Answer Contains a word from a list,/discuss/topic/301534/,12,447
48827,Help to make a script stop.,/discuss/topic/66264/,9,446
22136,Lag,/discuss/topic/286460/,14,446
52166,I really don't get this please help someone.,/discuss/topic/35688/,4,446
41794,Can anyone help??,/discuss/topic/116902/,7,446
41812,"Am I overlooking something in these two projects, or is there a bug in the Scratch code?",/discuss/topic/153398/,11,446
43565,Decoding Problems,/discuss/topic/132262/,4,446
53976,Any help?,/discuss/topic/22633/,4,446
21530,Making waves to spawn more enemies,/discuss/topic/290442/,6,446
38767,Multiple clones,/discuss/topic/178964/,5,446
46182,how to make a self creating cloud data variable,/discuss/topic/96858/,4,446
38691,Multiple clones,/discuss/topic/178964/,5,446
52235,If You Are A New Scratcher Than We Can Chat And I Will Help You With Code And Follow You.,/discuss/topic/35292/,4,446
47580,scrolling background,/discuss/topic/82650/,8,446
52871,How do i make the sprite look at the curser,/discuss/topic/30753/,3,446
55149,Too Many 1's,/discuss/topic/13018/,3,446
23813,Problem with Bullets,/discuss/topic/277012/,9,446
39541,Anybody know how to make a car slide?,/discuss/topic/174558/,10,446
42276,Anyway to customize the ask bar?,/discuss/topic/148548/,2,446
53766,"Do list values change for everybody, or just me?",/discuss/topic/24285/,3,446
48891,Help to make a script stop.,/discuss/topic/66264/,9,446
21491,A problem with scripts.,/discuss/topic/290603/,9,446
29524,how to bypass cloud data limit,/discuss/topic/231766/,2,446
52688,Sprite go to one of two positions.,/discuss/topic/31844/,4,446
52680,Detecting the beta player,/discuss/topic/31930/,3,446
22189,Lag,/discuss/topic/286460/,14,446
44150,im making a game I NEED GAME EXPERTS,/discuss/topic/118994/,7,446
42351,Unlimited Clones Disabled,/discuss/topic/141756/,9,446
51960,Help,/discuss/topic/37332/,5,446
53758,How do I make this,/discuss/topic/24307/,7,446
46564,"how,do you make project links",/discuss/topic/92656/,6,446
17688,How do I constrain sprite movement?,/discuss/topic/317165/,7,446
37065,Scrolling & Snapping,/discuss/topic/78210/,8,446
53371,Cloning Question,/discuss/topic/26311/,3,446
12511,How to make a global highscore,/discuss/topic/33206/,5,446
45188,PONG Classic 1900s game help!,/discuss/topic/34941/,5,445
42750,Original sprite position,/discuss/topic/142512/,2,445
49971,shield blocking,/discuss/topic/51893/,4,445
28407,Unfixable invisible script thingy,/discuss/topic/237823/,10,445
44259,3d World,/discuss/topic/123708/,1,445
26465,Wall sensors not working,/discuss/topic/251467/,15,445
37489,Low Pitched Sound Effects,/discuss/topic/186214/,2,445
37474,Need text scrolling script!,/discuss/topic/28643/,8,445
23969,Wall detection Script,/discuss/topic/275439/,8,445
54563,help needed with wariables and sprites ...,/discuss/topic/18314/,2,445
47089,Rotatable Rubiks Cube,/discuss/topic/18022/,4,445
32124,CUSTOM BLOCK OPTIONS: WHAT ARE THEY????,/discuss/topic/216002/,7,445
53958,Sensing,/discuss/topic/22820/,5,445
25870,Detect if all characters of a string are numbers,/discuss/topic/259097/,14,445
44786,When it touches the flag it won't go to the next backdrop!,/discuss/topic/117484/,15,445
29268,The question doesn't go away...,/discuss/topic/233509/,13,445
47702,Traffic Signal Project,/discuss/topic/81064/,3,445
29471,how to bypass cloud data limit,/discuss/topic/231766/,2,445
38400,y isnt my script working?!?!,/discuss/topic/181049/,2,445
7479,Transforming points from a standard XY grid on to a given quadrilateral,/discuss/topic/389285/,21,445
54284,Velocity-how do I use it?,/discuss/topic/20343/,2,445
51737,A problem with jumping,/discuss/topic/38779/,6,445
20299,Firing with clone mechanism,/discuss/topic/297599/,19,445
